"Remaining_Tax_Burden(per $1,000 of personal income)",prev_year_social_associations,Tax_Expenditure_Limits,prev_year_primary_care_physicians,GPT_OH_Low_Cost_of_Living,prev_yr_rent_50_2,GPT_OH_Tough_Labor_Market,Top_Marginal_Personal_Income_Tax_Rate,Recently_Legislated_Tax_Changes,GPT_PCA_dim5,Prev_Yr_Manu_Pct_GDP,GPT_OH_Unfavorable_Location,Prev_Yr_FinS_Pct_GDP,GPT_OH_Low_Pop_Bad_Weather,prev_year_driving_alone_to_work,GPT_PCA_dim4,Prev_Yr_Retl_Pct_GDP,Prev_Yr_Agri_Pct_GDP,prev_year_long_commute_driving_alone,prev_year_injury_deaths,GPT_OH_Government_Support,GPT_PCA_dim7,prev_year_air_pollution_particulate_matter,prev_year_mental_health_providers,two_yrs_prior_pct_it_workers,prev_year_dentists,GPT_PCA_dim0,GPT_PCA_dim1,prev_year_adult_obesity,Prev_Yr_EduS_Pct_GDP,Prev_Yr_Info_Pct_GDP,GPT_PCA_dim3,prev_year_alcohol_impaired_driving_deaths,pop_10yr_pct_chg,"State_Liability_System_Survey_(tort litigation treatment, judicial impartiality, etc.)",GPT_OH_Large_Customer_Base,Prev_Yr_Mine_Pct_GDP,GPT_OH_Limited_Financing,prev_year_severe_housing_problems,coastline_flag,Average Workers_Compensation_Costs_(per $100 of payroll),State_Minimum_Wage_(federal floor is $7.25),GPT_PCA_dim8,prev_year_drinking_water_violations,"Sales_Tax_Burden(per $1,000 of personal income)",GPT_PCA_dim2,"Property_Tax_Burden_(per $1,000 of personal income)",Prev_Yr_EntS_Pct_GDP,"Public_Employees_Per_10,000_of_Population_(full-time equivalent)",GPT_PCA_dim9,prev_year_access_to_exercise_opportunities,prev_year_uninsured,Prev_Yr_Gvmt_Pct_GDP,Estate_Inheritance_Tax_Levied_Flag,Debt_Service_as_a_Share_of_Tax_Revenue,prev_year_violent_crime,prev_year_flu_vaccinations,prev_year_preventable_hospital_stays,GPT_OH_Limited_Tech_n_Infra,GPT_PCA_dim6,prev_year_diabetes_monitoring,GPT_OH_Supportive_Community,GPT_OH_Natural_Resources,Prev_Yr_GoTr_Pct_GDP,GPT_OH_Various_Downsides,health_social_pca_0,health_social_pca_2,gpt_ae_pca_1,health_social_pca_4,gpt_ae_pca_0,health_social_pca_1,health_social_pca_5,gpt_ae_pca_2,health_social_pca_3,population_2020,microbusiness_density
17.829999999999995,14.800000000000002,1.0,4230.0,1.0,814.0,0.0,0.0499999999999999,-0.14,0.1734558145627309,18.88,0.0,15.370000000000005,1.0,0.7999999999999999,0.2389953469252637,6.439999999999999,10.58,0.4500000000000001,59.0,0.0,-0.2423819444901571,8.700000000000001,1690.0,1.1,5650.0,0.6474011628984112,-0.3025023596785748,0.35,2.73,0.0,-0.5051290529614219,0.21,-2.361247757393368,68.89999999999999,1.0,0.14,1.0,0.12,0.0,0.7699999999999999,7.25,0.0129658735944736,1.0,25.02,0.986479022717845,23.69,2.25,488.0,0.2499551715638775,0.3399999999999999,0.12,16.389999999999997,0.0,0.07,64.0,0.5,4726.0,0.0,0.5856428504781748,0.8499999999999998,1.0,0.0,0.0,1.0,1.3584533814010278,0.0114643345693936,-0.7810442151813436,-0.1085347908067788,3.467616093649937,-1.983699409649548,-0.0405120595169104,-1.705426477538207,-0.5485341013684085,16871.0,1.19489207
14.080000000000004,14.300000000000002,0.0,1320.0,1.0,876.0,1.0,0.0,0.42,0.3155841611445638,7.049999999999998,0.0,14.740000000000002,0.0,0.8499999999999998,0.6218677858375931,6.849999999999999,0.0899999999999999,0.0899999999999999,103.0,0.0,0.0661342630094289,4.700000000000001,230.0,1.6999999999999995,1250.0,0.0894463677610045,-0.4200843034495246,0.31,0.0,1.18,-0.3330714385800468,0.3799999999999999,7.072353167190003,73.10000000000001,1.0,0.0,1.0,0.11,0.0,1.4399999999999995,7.25,-0.1433167430466782,1.0,24.53,-0.3198093095228821,33.92000000000001,0.0,879.3999999999997,-0.3459832761671419,0.86,0.1299999999999999,8.909999999999998,0.0,0.0199999999999999,194.0,0.46,4486.0,0.0,-0.2765240510447447,0.83,0.0,1.0,19.84,1.0,-1.3498491995499622,0.5606998350585339,-0.062424524735213,-0.1791820717744242,-1.8633703509538984,0.2473086294776258,-0.8880992342150672,-1.3451313012603254,0.8951298897005289,80815.0,5.784670019999999
18.009999999999998,8.700000000000001,2.0,630.0,1.0,3700.0,1.0,0.1299999999999999,1.81,0.2885155572089949,2.27,1.0,20.88,0.0,0.3199999999999999,-0.8078556093272996,2.6000000000000005,0.0,0.5300000000000001,62.0,0.0,0.2018348398445491,7.599999999999999,110.0,7.099999999999999,640.0,1.71299960150532,0.4427781725505645,0.1699999999999999,3.96,21.5,0.3030613268881861,0.0799999999999999,7.583557929732261,60.20000000000001,0.0,0.0,0.0,0.24,1.0,2.16,15.0,-0.4200923947093574,0.0,23.23,-0.3194519994340293,29.17000000000001,5.14,485.3999999999999,-0.1948844898980855,1.0,0.0499999999999999,7.540000000000002,0.0,0.07,760.0,0.3999999999999999,2921.0,0.0,0.2554653924347801,0.84,0.0,0.0,0.0,0.0,-6.248363695710164,2.5565372022438715,-1.8229762365375055,0.828278781114466,0.7403154731310968,3.9811249404213096,1.2852248117237048,-0.4380737952715994,-0.0104112554673437,866606.0,18.010630799999994
12.39,7.900000000000001,0.0,2900.0,1.0,814.0,0.0,0.06,-0.66,0.0303160493647903,3.770000000000001,0.0,25.97,0.0,0.86,-0.1142050631933338,8.06,11.78,0.4400000000000001,90.0,0.0,-0.3136170296092126,9.7,10120.0,0.9000000000000002,10120.0,-0.3855738472200358,-0.6341086429773044,0.4400000000000001,5.829999999999999,0.0,-0.3120067949258521,0.0799999999999999,-7.929190484971415,66.10000000000001,1.0,0.0,1.0,0.14,0.0,1.6400000000000003,7.25,-0.4119456510214319,0.0,20.47,-0.0735432539081488,27.040000000000003,2.64,491.8999999999999,-0.2312273158967131,0.5199999999999999,0.1799999999999999,17.170000000000005,0.0,0.06,419.0,0.3999999999999999,5796.0,1.0,-0.0679780765098928,0.8699999999999998,1.0,0.0,0.0,0.0,3.29726687310321,-0.5231537799329168,-0.7415544354015571,-2.1405196244826743,-2.559527859333361,0.6802510396948515,0.4270863322829413,0.3265759369894672,-0.5307910276397246,19972.0,0.886403853
23.28,14.400000000000004,0.0,2826.0,1.0,734.0,0.0,0.0999999999999999,0.2599999999999999,-0.3679178217647224,1.2100000000000002,1.0,18.329999999999995,0.0,0.8100000000000004,0.1559044001194039,2.5,27.199999999999992,0.24,70.0,0.0,-0.1226700177805182,5.700000000000002,440.0,2.2,3100.0,1.7878060055446847,0.3951344658310836,0.33,7.599999999999999,0.6100000000000001,-0.6357892765566128,0.25,-6.524047944166285,70.70000000000002,0.0,0.0,0.0,0.0799999999999999,0.0,1.6099999999999997,10.33,0.2722698556054932,0.0,19.97,0.059014501721779,29.930000000000003,0.8100000000000004,538.8000000000001,0.0556708694164986,0.62,0.0399999999999999,8.78,1.0,0.0499999999999999,101.0,0.54,7302.0,0.0,0.0925102724404259,0.92,0.0,0.0,0.0,0.0,-3.692465365484409,-2.0438647988727965,0.3135218861720962,-0.2543256523968595,0.79575104329441,-0.4089925724487152,-0.5443082947411785,0.2338017145483836,0.3628065517573262,6161.0,3.28638502
23.74000000000001,18.300000000000004,0.0,4010.0,1.0,746.0,0.0,0.07,0.0,-0.079747556747528,20.03,1.0,15.169999999999996,0.0,0.8100000000000004,0.1913549639786161,8.450000000000001,3.22,0.35,99.0,0.0,-0.0599591917417856,8.700000000000001,750.0,0.7999999999999999,2180.0,1.8134194980926104,0.3643776745598399,0.31,6.63,2.4200000000000004,-0.2281305661600172,0.1999999999999999,-3.782924522606999,66.60000000000001,0.0,0.31,0.0,0.11,0.0,1.5500000000000005,7.25,-0.0231342551708164,1.0,17.47,-0.2125058685780353,28.61000000000001,3.149999999999999,438.8999999999999,-0.3001335820493037,0.62,0.07,9.53,1.0,0.07,80.0,0.3799999999999999,3735.0,0.0,-0.4310417259010748,0.86,0.0,0.0,11.379999999999995,0.0,-0.1427567505206046,-0.5879423318221085,1.2460617284969864,0.9361767886896006,2.894445949309318,-2.025004579520981,0.2246614479863411,-0.469499139069358,-0.9366753403093252,47817.0,2.089352109999999
17.829999999999995,11.8,1.0,470.0,1.0,1007.0,1.0,0.0499999999999999,-0.14,-0.0919409523703884,11.82,1.0,12.400000000000004,0.0,0.84,0.0248618623989913,7.209999999999998,1.53,0.4100000000000001,71.0,1.0,-0.0311411449558349,9.7,880.0,1.9,2120.0,1.789324757713896,0.1523661335311925,0.27,4.380000000000001,3.4500000000000006,-0.0793368355545507,0.1599999999999999,21.823835289157472,68.89999999999999,1.0,0.0,0.0,0.0999999999999999,0.0,0.7699999999999999,7.25,-0.0702771753102935,1.0,25.02,-0.1383035798138312,23.69,2.45,488.0,0.0250944166792487,0.7699999999999999,0.07,7.829999999999999,0.0,0.07,187.0,0.59,3542.0,0.0,0.0140631908560865,0.8699999999999998,0.0,0.0,17.03,0.0,-5.670423498531333,0.8252097497865187,0.3118207205798952,-0.2114807592092149,0.0249217971454815,1.0982310336321215,-0.6131454692460849,-0.8454856950750342,-0.6019379004890321,69347.0,8.439815710000001
14.94,11.7,1.0,2220.0,1.0,869.0,1.0,0.0799999999999999,-1.53,-0.3555616806014758,12.870000000000005,0.0,36.09000000000001,0.0,0.7999999999999999,0.4948461690279544,7.290000000000002,3.1700000000000004,0.1999999999999999,53.0,1.0,0.3934850127146496,7.299999999999998,800.0,1.3000000000000005,1420.0,-0.7234638858987602,0.0831333694231841,0.29,6.519999999999997,0.91,0.6380185406447582,0.35,1.438057836486969,71.20000000000002,1.0,0.1299999999999999,1.0,0.1299999999999999,0.0,1.7399999999999995,7.25,0.1407958185650631,1.0,20.29,-0.0585582812793456,32.31,2.26,483.1000000000001,0.1325259661415414,0.8100000000000004,0.06,9.64,0.0,0.0399999999999999,113.0,0.5700000000000001,3411.0,1.0,-0.2015354535872111,0.91,0.0,0.0,4.9,0.0,-4.818741742252375,-1.3607756231498611,1.55864062122032,0.7163201577413598,-0.295469062452902,0.3891575185277458,1.012620747368475,1.745309655770216,-0.2669731123654382,71032.0,2.62147802
19.710000000000004,9.900000000000002,0.0,1440.0,1.0,978.0,1.0,0.07,0.07,-0.3155229412800806,15.159999999999998,0.0,12.36,0.0,0.8100000000000004,0.3985208761015433,9.010000000000002,36.63,0.37,99.0,1.0,0.019621979302324,8.799999999999999,900.0,1.0,1410.0,-0.7705612756578727,0.1753518177660758,0.33,4.53,1.0299999999999998,0.5635178211875813,0.24,-0.3205609817180064,66.5,1.0,0.11,1.0,0.1299999999999999,0.0,1.1299999999999997,7.25,0.4290883384141309,1.0,20.73,-0.2355872664995151,20.28,2.51,543.0,0.0060159214595053,0.7199999999999999,0.0799999999999999,6.510000000000001,1.0,0.07,127.0,0.54,5669.0,1.0,-0.1099616306131372,0.8499999999999998,0.0,0.0,0.0,0.0,1.5526649566173547,0.0016512611026212,-0.1635762096336258,-0.1452742168467543,-0.5018713799066917,-0.5398649055629425,-0.4617916924936555,0.8957680432558609,-0.9085840019150104,19901.0,2.64284796
12.7,12.5,3.0,1260.0,1.0,739.0,1.0,0.06,1.0399999999999998,0.0190952556263311,10.789999999999996,0.0,13.069999999999997,0.0,0.8200000000000002,-0.1386494973009084,11.039999999999996,12.94,0.1799999999999999,95.0,1.0,-0.0826221485585,7.5,1380.0,2.0,1520.0,-0.6436418253218471,-0.5938518492983587,0.37,9.57,0.9399999999999996,0.3456705625310837,0.29,-4.726335272342675,64.39999999999999,1.0,0.0,1.0,0.11,0.0,1.6499999999999997,11.150000000000004,-0.0927108739618034,0.0,23.44,0.0795483266516451,23.23,1.9499999999999995,515.3999999999999,-0.093605581873338,0.7400000000000001,0.12,14.72,0.0,0.0899999999999999,218.0,0.5099999999999999,4380.0,1.0,-0.575881683590649,0.84,0.0,0.0,0.0,0.0,1.0867354889424188,0.2851695094437012,-0.7789769846195432,-1.083233930864378,-0.1192964802989028,-0.4358112359151561,0.3752131669961791,-0.4129673626774354,-0.2842558225418657,14413.0,1.85185188
